StudentID,Name,Age,Electronics,Programming,Database,DataScience,Mathematics,DSA
4438,Student_4438,24,94,91,88,79,98,100
4439,Student_4439,22,63,58,99,61,49,42
4440,Student_4440,22,92,53,69,96,82,84
4441,Student_4441,23,99,70,40,92,93,51
4442,Student_4442,21,66,95,59,58,62,83
4443,Student_4443,25,100,56,57,97,53,93
4444,Student_4444,20,67,76,58,95,55,87
4445,Student_4445,23,75,63,87,86,85,100
4446,Student_4446,20,76,55,67,77,40,64
4447,Student_4447,21,42,60,100,71,97,43
4448,Student_4448,25,93,40,71,49,60,45
4449,Student_4449,20,59,85,40,90,70,80
4450,Student_4450,24,91,82,54,57,45,63
4451,Student_4451,22,40,76,73,83,73,80
4452,Student_4452,24,85,49,64,96,47,47
4453,Student_4453,24,56,47,98,61,62,43
4454,Student_4454,22,50,63,57,94,80,53
4455,Student_4455,22,86,64,83,46,88,50
4456,Student_4456,18,72,54,66,94,72,58
4457,Student_4457,21,63,88,71,42,48,43
4458,Student_4458,19,68,46,96,61,95,87
4459,Student_4459,18,80,97,58,53,54,95
4460,Student_4460,18,61,99,74,61,68,77
4461,Student_4461,19,80,89,62,56,61,66
4462,Student_4462,19,61,48,54,79,52,54
4463,Student_4463,19,86,56,52,83,96,47
4464,Student_4464,21,50,74,85,89,86,82
4465,Student_4465,18,70,71,71,85,96,53
4466,Student_4466,18,51,97,94,75,82,59
4467,Student_4467,23,65,84,73,77,83,50
4468,Student_4468,19,49,70,100,64,98,72
4469,Student_4469,23,44,62,57,84,42,87
4470,Student_4470,21,71,97,65,43,99,90
4471,Student_4471,19,87,95,51,64,78,71
4472,Student_4472,20,94,85,52,100,78,95
4473,Student_4473,22,73,86,40,54,99,78
4474,Student_4474,23,96,40,45,41,52,82
4475,Student_4475,23,89,100,98,53,57,49
4476,Student_4476,18,90,55,89,44,73,63
4477,Student_4477,19,49,73,61,99,55,95
4478,Student_4478,18,92,60,61,65,75,88
4479,Student_4479,25,73,86,46,90,50,65
4480,Student_4480,18,65,82,98,65,97,72
4481,Student_4481,24,99,88,90,53,47,57
4482,Student_4482,21,77,55,61,46,86,45
4483,Student_4483,25,61,68,55,64,89,82
4484,Student_4484,23,97,64,93,62,68,79
4485,Student_4485,25,75,80,91,94,69,51
4486,Student_4486,24,54,51,80,63,50,96
4487,Student_4487,24,97,49,40,45,47,95
4488,Student_4488,19,88,62,52,52,91,76
4489,Student_4489,21,58,55,77,62,77,51
4490,Student_4490,22,71,88,50,80,50,59
4491,Student_4491,18,40,90,93,69,48,69
4492,Student_4492,23,85,66,44,59,44,44
4493,Student_4493,24,89,71,74,89,56,82
4494,Student_4494,20,68,54,99,51,45,86
4495,Student_4495,21,70,70,48,72,90,97
4496,Student_4496,20,40,92,58,59,64,72
4497,Student_4497,23,94,49,88,98,46,66
4498,Student_4498,23,96,91,84,90,99,94
4499,Student_4499,19,72,64,74,77,52,59
4500,Student_4500,21,54,100,56,45,53,58
4501,Student_4501,23,80,100,59,58,61,50
4502,Student_4502,20,79,74,45,40,45,62
4503,Student_4503,24,60,81,51,44,71,97
4504,Student_4504,20,55,55,62,70,63,45
4505,Student_4505,19,89,71,74,82,100,95
4506,Student_4506,23,70,77,89,63,64,50
4507,Student_4507,22,86,50,71,66,54,69
4508,Student_4508,24,76,50,43,61,91,69
4509,Student_4509,20,100,68,65,79,91,50
4510,Student_4510,25,46,75,90,90,83,57
4511,Student_4511,25,42,42,59,67,97,75
4512,Student_4512,22,62,67,74,82,40,77
4513,Student_4513,22,74,64,62,74,82,42
4514,Student_4514,23,75,75,70,64,74,84
4515,Student_4515,24,74,82,40,73,77,87
4516,Student_4516,22,95,52,86,55,57,94
4517,Student_4517,19,73,75,56,92,48,92
4518,Student_4518,25,57,74,44,70,40,48
4519,Student_4519,22,72,93,47,83,52,86
4520,Student_4520,25,70,100,73,40,91,42
4521,Student_4521,24,75,71,98,56,76,56
4522,Student_4522,21,69,66,84,54,76,65
4523,Student_4523,23,68,80,74,87,66,46
4524,Student_4524,19,53,66,99,54,83,49
4525,Student_4525,20,49,42,54,85,59,48
4526,Student_4526,20,48,87,57,53,83,67
4527,Student_4527,25,98,59,44,63,77,47
4528,Student_4528,23,93,56,54,87,81,99
4529,Student_4529,21,53,80,93,92,57,84
4530,Student_4530,19,89,77,60,51,64,59
4531,Student_4531,25,56,50,88,60,91,56
4532,Student_4532,19,46,99,57,47,73,86
4533,Student_4533,25,76,65,96,88,85,52
4534,Student_4534,23,59,48,64,59,98,89
4535,Student_4535,25,75,100,85,99,44,73
4536,Student_4536,23,99,76,92,72,82,57
4537,Student_4537,20,42,93,42,58,43,40
4538,Student_4538,21,84,84,51,43,70,50
4539,Student_4539,24,48,51,85,73,51,69
4540,Student_4540,18,57,79,63,97,55,69
4541,Student_4541,20,58,78,77,95,47,73
4542,Student_4542,18,58,59,51,71,60,86
4543,Student_4543,21,43,64,52,53,48,44
4544,Student_4544,22,72,87,41,47,83,75
4545,Student_4545,24,50,73,52,62,61,80
4546,Student_4546,23,41,93,95,91,67,52
4547,Student_4547,21,100,41,79,68,78,54
4548,Student_4548,25,70,90,64,59,56,97
4549,Student_4549,24,75,95,74,41,62,71
4550,Student_4550,18,77,44,87,86,96,54
4551,Student_4551,22,74,62,67,84,90,43
4552,Student_4552,24,52,45,43,62,41,83
4553,Student_4553,20,56,50,48,83,66,51
4554,Student_4554,21,43,66,46,42,64,68
4555,Student_4555,20,64,83,98,100,61,99
4556,Student_4556,19,63,88,81,94,68,100
4557,Student_4557,23,84,70,55,82,82,42
4558,Student_4558,23,50,84,69,45,71,96
4559,Student_4559,22,63,46,56,52,62,96
4560,Student_4560,21,44,60,85,69,92,95
4561,Student_4561,25,95,48,89,86,66,46
4562,Student_4562,19,53,90,74,44,49,86
4563,Student_4563,20,92,93,72,89,48,46
4564,Student_4564,20,74,91,52,88,85,67
4565,Student_4565,22,100,54,87,85,50,72
4566,Student_4566,22,58,66,89,81,53,50
4567,Student_4567,24,77,57,77,78,60,63
4568,Student_4568,25,88,84,59,79,98,86
4569,Student_4569,23,86,75,47,88,61,93
4570,Student_4570,25,42,47,59,52,46,81
4571,Student_4571,20,80,46,68,95,98,62
4572,Student_4572,22,95,65,56,90,46,62
4573,Student_4573,18,70,71,74,60,99,98
4574,Student_4574,20,54,60,51,70,68,74
4575,Student_4575,18,43,99,99,97,40,59
4576,Student_4576,25,87,79,100,41,69,79
4577,Student_4577,24,77,95,62,77,95,98
4578,Student_4578,21,88,83,49,95,73,93
4579,Student_4579,20,65,52,57,67,96,94
4580,Student_4580,22,64,91,53,67,91,48
4581,Student_4581,20,81,69,75,65,94,61
4582,Student_4582,24,62,48,42,99,57,40
4583,Student_4583,21,56,85,47,96,95,67
4584,Student_4584,23,55,67,63,81,57,47
4585,Student_4585,23,62,54,99,42,94,91
4586,Student_4586,24,88,98,70,52,78,74
4587,Student_4587,24,59,80,70,91,96,68
4588,Student_4588,22,78,53,97,82,73,79
4589,Student_4589,25,93,95,56,89,87,87
4590,Student_4590,24,49,99,99,65,50,89
4591,Student_4591,20,85,45,51,58,71,77
4592,Student_4592,21,93,86,72,77,70,42
4593,Student_4593,25,97,43,71,50,73,42
4594,Student_4594,18,67,42,55,61,98,52
4595,Student_4595,21,79,83,67,49,91,90
4596,Student_4596,23,90,52,51,99,82,56
4597,Student_4597,21,91,44,45,57,82,72
4598,Student_4598,21,87,94,63,46,55,58
4599,Student_4599,25,57,48,60,96,72,61
4600,Student_4600,18,49,51,46,63,43,90
4601,Student_4601,22,49,63,64,68,69,88
4602,Student_4602,23,47,50,83,85,60,84
4603,Student_4603,24,93,93,45,62,61,78
4604,Student_4604,22,56,51,47,63,43,97
4605,Student_4605,24,77,51,50,71,97,99
4606,Student_4606,18,67,69,40,47,61,46
4607,Student_4607,19,54,91,73,63,54,80
4608,Student_4608,18,88,68,61,88,59,50
4609,Student_4609,20,49,40,73,50,44,46
4610,Student_4610,22,66,65,62,46,41,94
4611,Student_4611,19,96,66,47,72,54,64
4612,Student_4612,23,89,98,90,49,51,95
4613,Student_4613,21,59,51,46,68,45,79
4614,Student_4614,20,87,48,69,68,52,70
4615,Student_4615,21,77,85,55,94,51,93
4616,Student_4616,19,68,93,62,93,61,80
4617,Student_4617,23,43,64,96,91,74,50
4618,Student_4618,25,43,71,70,83,80,57
4619,Student_4619,24,57,61,66,40,54,50
4620,Student_4620,24,48,44,60,47,47,89
4621,Student_4621,23,73,89,85,58,89,46
4622,Student_4622,21,73,88,78,94,45,48
4623,Student_4623,20,70,83,62,80,64,48
4624,Student_4624,18,55,76,46,77,92,47
4625,Student_4625,21,48,84,69,87,97,94
4626,Student_4626,25,42,60,97,97,57,79
4627,Student_4627,20,45,42,55,59,98,75
4628,Student_4628,20,82,74,98,74,43,89
4629,Student_4629,25,80,44,84,43,79,42
4630,Student_4630,20,57,95,56,51,60,47
4631,Student_4631,24,63,55,60,42,50,74
4632,Student_4632,19,80,86,99,76,72,70
4633,Student_4633,25,91,67,90,71,80,99
4634,Student_4634,19,71,96,62,50,49,86
4635,Student_4635,22,43,46,80,64,41,93
4636,Student_4636,20,58,68,45,93,42,69
4637,Student_4637,22,44,48,100,100,40,84
4638,Student_4638,21,61,55,49,94,80,66
4639,Student_4639,23,92,91,98,71,52,91
4640,Student_4640,24,65,41,62,45,94,69
4641,Student_4641,19,90,91,73,86,88,43
4642,Student_4642,21,65,77,92,52,89,40
4643,Student_4643,24,43,90,56,99,84,48
4644,Student_4644,19,66,60,43,51,42,50
4645,Student_4645,19,50,95,50,75,80,51
4646,Student_4646,21,86,76,79,44,54,70
4647,Student_4647,20,98,58,58,67,42,98
4648,Student_4648,22,74,66,63,56,96,88
4649,Student_4649,19,64,90,61,41,65,68
4650,Student_4650,18,81,63,43,97,51,58
4651,Student_4651,22,70,64,99,74,46,92
4652,Student_4652,20,40,91,100,79,46,40
4653,Student_4653,24,50,77,94,54,46,82
4654,Student_4654,25,79,99,94,63,96,77
4655,Student_4655,24,88,85,82,63,45,57
4656,Student_4656,19,44,72,61,95,64,84
4657,Student_4657,21,98,51,64,89,66,72
4658,Student_4658,18,60,98,55,92,100,84
4659,Student_4659,19,50,78,52,64,72,49
4660,Student_4660,21,43,97,95,93,79,69
4661,Student_4661,21,88,72,98,89,98,59
4662,Student_4662,18,67,49,58,74,65,90
4663,Student_4663,22,68,100,82,55,45,85
4664,Student_4664,18,59,57,46,96,85,80
4665,Student_4665,19,67,85,42,92,65,55
4666,Student_4666,20,79,80,71,74,98,68
4667,Student_4667,22,94,45,85,90,100,49
4668,Student_4668,21,88,90,63,57,88,95
4669,Student_4669,23,58,85,48,78,70,67
4670,Student_4670,23,51,98,86,40,61,84
4671,Student_4671,21,82,95,78,78,45,76
4672,Student_4672,23,72,85,91,96,97,100
4673,Student_4673,19,72,65,96,53,74,55
4674,Student_4674,25,44,61,43,77,63,100
4675,Student_4675,25,55,60,54,57,74,40
4676,Student_4676,25,84,91,53,87,94,40
4677,Student_4677,21,93,45,95,65,55,54
4678,Student_4678,20,82,86,79,76,72,78
4679,Student_4679,25,93,89,69,80,87,84
4680,Student_4680,20,57,61,77,86,95,87
4681,Student_4681,21,74,75,51,83,99,40
4682,Student_4682,18,50,89,88,82,47,62
4683,Student_4683,22,90,55,57,67,58,50
4684,Student_4684,21,91,88,57,84,58,46
4685,Student_4685,25,80,47,71,98,69,77
4686,Student_4686,24,85,81,42,67,88,100
4687,Student_4687,24,94,92,48,100,99,57
4688,Student_4688,19,70,52,86,90,81,44
4689,Student_4689,21,97,75,49,90,89,98
4690,Student_4690,25,41,71,48,45,63,67
4691,Student_4691,22,75,94,50,90,97,83
4692,Student_4692,18,86,84,84,100,57,81
4693,Student_4693,20,79,44,46,73,81,41
4694,Student_4694,25,46,40,53,89,54,75
4695,Student_4695,20,96,60,85,43,64,61
4696,Student_4696,24,77,47,65,45,51,89
4697,Student_4697,23,57,40,84,46,93,89
4698,Student_4698,21,70,53,45,74,63,80
4699,Student_4699,24,94,52,70,65,78,60
4700,Student_4700,23,93,58,97,99,51,73
4701,Student_4701,18,54,61,76,47,59,75
4702,Student_4702,20,61,41,91,56,75,85
4703,Student_4703,21,51,72,71,94,95,56
4704,Student_4704,19,93,89,59,82,60,89
4705,Student_4705,25,92,55,72,100,76,50
4706,Student_4706,23,75,42,51,82,66,62
4707,Student_4707,20,92,68,66,56,47,55
4708,Student_4708,21,65,66,80,78,86,77
4709,Student_4709,24,54,87,56,58,43,85
4710,Student_4710,18,62,91,90,84,43,86
4711,Student_4711,18,41,94,79,54,65,91
4712,Student_4712,25,80,43,79,57,59,84
4713,Student_4713,22,43,43,78,68,47,56
4714,Student_4714,20,73,95,99,89,40,61
4715,Student_4715,24,50,55,67,59,74,74
4716,Student_4716,25,49,50,93,48,81,62
4717,Student_4717,23,69,79,58,97,53,72
4718,Student_4718,23,63,93,48,55,58,97
4719,Student_4719,21,85,64,74,57,80,50
4720,Student_4720,20,46,43,99,97,91,56
4721,Student_4721,20,57,78,99,85,58,78
4722,Student_4722,23,79,62,92,75,89,57
4723,Student_4723,23,63,65,47,63,44,44
4724,Student_4724,21,80,57,48,42,96,81
4725,Student_4725,21,98,70,92,96,46,88
4726,Student_4726,21,63,81,78,87,48,57
4727,Student_4727,19,96,45,54,48,40,80
4728,Student_4728,19,82,60,42,74,50,55
4729,Student_4729,24,49,52,92,61,41,47
4730,Student_4730,20,55,77,44,53,47,43
4731,Student_4731,18,66,97,87,40,72,40
4732,Student_4732,18,67,58,99,67,68,41
4733,Student_4733,19,47,86,60,55,89,79
4734,Student_4734,19,67,66,53,74,86,51
4735,Student_4735,20,45,59,72,54,67,78
4736,Student_4736,19,93,46,68,91,90,49
4737,Student_4737,24,53,73,84,96,93,96
4738,Student_4738,18,94,67,71,41,85,96
4739,Student_4739,23,65,48,74,43,85,47
4740,Student_4740,24,42,53,63,45,53,93
4741,Student_4741,25,84,54,43,91,60,90
4742,Student_4742,25,77,42,41,58,91,76
4743,Student_4743,22,71,100,98,45,75,91
4744,Student_4744,23,95,89,88,86,75,64
4745,Student_4745,20,61,57,68,56,69,61
4746,Student_4746,18,98,48,49,94,95,88
4747,Student_4747,18,55,95,55,72,44,53
4748,Student_4748,21,71,81,65,44,44,76
4749,Student_4749,21,48,78,52,45,99,42
4750,Student_4750,23,40,63,53,94,70,63
4751,Student_4751,20,68,67,61,82,59,99
4752,Student_4752,19,68,97,100,88,82,76
4753,Student_4753,21,70,70,98,71,93,72
4754,Student_4754,21,85,70,75,95,86,83
4755,Student_4755,19,83,66,53,83,64,42
4756,Student_4756,21,43,41,67,64,85,100
4757,Student_4757,20,82,56,50,43,53,62
4758,Student_4758,24,70,94,83,46,79,82
4759,Student_4759,22,56,55,49,80,42,96
4760,Student_4760,19,44,94,64,74,56,45
4761,Student_4761,19,59,85,67,91,80,62
4762,Student_4762,23,76,65,68,61,87,64
4763,Student_4763,22,56,77,84,77,96,55
4764,Student_4764,23,92,91,41,43,75,57
4765,Student_4765,18,89,43,67,77,49,95
4766,Student_4766,23,51,45,61,85,69,81
4767,Student_4767,21,98,52,54,57,53,91
4768,Student_4768,19,57,48,67,42,84,51
4769,Student_4769,22,60,49,82,95,70,89
4770,Student_4770,20,61,49,84,98,73,57
4771,Student_4771,22,47,79,82,55,64,64
4772,Student_4772,19,46,79,54,92,90,78
4773,Student_4773,19,58,60,95,88,60,60
4774,Student_4774,25,93,100,81,99,48,47
4775,Student_4775,20,81,65,89,63,46,91
4776,Student_4776,19,61,71,53,87,85,70
4777,Student_4777,22,80,65,43,71,75,64
4778,Student_4778,18,76,59,47,74,86,62
4779,Student_4779,24,58,99,99,76,89,86
4780,Student_4780,23,65,49,85,83,80,92
4781,Student_4781,25,75,67,78,79,86,51
4782,Student_4782,25,78,43,71,58,42,48
4783,Student_4783,20,95,70,72,40,98,79
4784,Student_4784,19,65,63,42,58,87,53
4785,Student_4785,25,49,71,59,67,41,54
4786,Student_4786,24,78,67,43,62,95,51
4787,Student_4787,21,44,44,53,71,62,60
4788,Student_4788,24,58,53,75,56,88,45
4789,Student_4789,21,40,78,61,98,86,72
4790,Student_4790,20,94,67,43,92,64,58
4791,Student_4791,20,70,51,76,96,46,97
4792,Student_4792,20,53,77,94,59,93,45
4793,Student_4793,20,61,49,93,84,99,54
4794,Student_4794,24,67,77,57,59,75,66
4795,Student_4795,19,89,73,40,72,46,87
4796,Student_4796,24,54,43,52,58,59,82
4797,Student_4797,23,65,91,87,55,97,84
4798,Student_4798,20,98,99,81,44,67,83
4799,Student_4799,18,84,80,67,97,59,50
4800,Student_4800,18,78,83,73,87,83,87
4801,Student_4801,23,82,69,67,56,95,41
4802,Student_4802,21,67,98,80,97,90,86
4803,Student_4803,23,65,45,80,72,93,74
4804,Student_4804,23,45,76,86,79,52,95
4805,Student_4805,19,76,85,44,70,50,93
4806,Student_4806,24,57,85,84,61,49,94
4807,Student_4807,20,45,80,65,58,42,49
4808,Student_4808,18,60,74,87,43,90,52
4809,Student_4809,20,76,58,53,61,54,68
4810,Student_4810,18,68,92,95,79,64,70
4811,Student_4811,24,74,46,72,86,53,99
4812,Student_4812,24,81,75,83,49,40,53
4813,Student_4813,25,66,68,43,64,61,66
4814,Student_4814,24,55,50,82,69,56,60
4815,Student_4815,21,42,66,87,70,63,44
4816,Student_4816,19,86,52,96,86,96,87
4817,Student_4817,19,60,56,45,77,79,72
4818,Student_4818,21,92,46,59,95,70,98
4819,Student_4819,24,53,66,92,49,74,95
4820,Student_4820,20,62,100,56,75,65,95
4821,Student_4821,18,79,71,95,47,65,61
4822,Student_4822,20,49,91,80,95,54,95
4823,Student_4823,21,85,89,90,79,76,47
4824,Student_4824,20,52,100,56,72,87,78
4825,Student_4825,24,66,71,44,96,60,98
4826,Student_4826,21,54,99,85,51,83,75
4827,Student_4827,21,53,73,91,41,93,92
4828,Student_4828,20,78,78,79,70,73,65
4829,Student_4829,21,92,83,99,88,67,42
4830,Student_4830,19,59,73,68,79,44,57
4831,Student_4831,24,67,84,77,51,75,49
4832,Student_4832,24,44,80,52,71,52,66
4833,Student_4833,19,42,66,42,53,65,76
4834,Student_4834,19,85,56,70,81,63,54
4835,Student_4835,25,62,76,65,98,73,41
4836,Student_4836,23,80,96,61,41,75,95
4837,Student_4837,20,100,98,100,85,47,95
4838,Student_4838,18,61,57,81,80,75,94
4839,Student_4839,24,86,78,51,80,82,94
4840,Student_4840,22,87,90,62,89,60,99
4841,Student_4841,18,98,56,64,46,47,83
4842,Student_4842,19,52,51,91,51,93,75
4843,Student_4843,22,67,45,75,85,91,76
4844,Student_4844,24,54,56,71,65,40,68
4845,Student_4845,19,48,52,51,77,51,79
4846,Student_4846,18,53,66,80,50,71,71
4847,Student_4847,20,61,58,87,95,91,40
4848,Student_4848,20,42,69,60,64,71,87
4849,Student_4849,19,43,49,78,58,73,50
4850,Student_4850,20,99,79,49,61,49,45
4851,Student_4851,22,81,76,47,68,45,86
4852,Student_4852,24,61,69,68,66,42,42
4853,Student_4853,19,80,85,52,45,61,99
4854,Student_4854,21,79,85,97,49,93,74
4855,Student_4855,18,95,63,65,64,70,77
4856,Student_4856,20,90,68,73,84,53,86
4857,Student_4857,18,72,81,97,53,64,76
4858,Student_4858,20,46,97,66,67,78,82
4859,Student_4859,24,76,90,44,99,50,95
4860,Student_4860,22,87,72,50,67,95,78
4861,Student_4861,23,62,60,60,57,73,74
4862,Student_4862,24,61,73,57,57,69,83
4863,Student_4863,19,41,98,72,51,77,68
4864,Student_4864,25,48,96,60,53,61,55
4865,Student_4865,24,44,53,45,74,71,53
4866,Student_4866,24,83,94,84,51,45,85
4867,Student_4867,23,65,62,99,93,81,99
4868,Student_4868,24,72,59,96,56,71,58
4869,Student_4869,22,84,70,91,67,57,96
4870,Student_4870,24,88,85,44,79,84,69
4871,Student_4871,19,92,81,80,77,61,71
4872,Student_4872,21,77,72,96,100,96,41
4873,Student_4873,19,53,88,49,45,71,71
4874,Student_4874,25,71,77,69,77,49,85
4875,Student_4875,25,58,43,54,95,93,81
4876,Student_4876,18,74,96,93,88,64,95
4877,Student_4877,25,73,55,97,42,45,98
4878,Student_4878,19,51,83,57,84,89,85
4879,Student_4879,25,54,74,70,63,80,62
4880,Student_4880,20,61,89,96,74,86,44
4881,Student_4881,24,74,67,81,45,46,67
4882,Student_4882,22,77,82,79,71,42,63
4883,Student_4883,25,88,86,64,75,96,62
4884,Student_4884,25,100,45,100,92,80,53
4885,Student_4885,19,89,93,69,65,69,65
4886,Student_4886,20,77,86,97,100,76,83
4887,Student_4887,23,49,59,50,75,48,44
4888,Student_4888,20,54,59,94,98,63,87
4889,Student_4889,23,50,76,59,50,55,61
4890,Student_4890,18,56,42,57,99,81,46
4891,Student_4891,21,84,63,80,69,80,84
4892,Student_4892,19,93,55,93,93,58,100
4893,Student_4893,22,81,74,78,77,68,98
4894,Student_4894,20,64,91,85,45,89,45
4895,Student_4895,23,89,52,63,93,75,80
4896,Student_4896,23,61,73,62,84,92,92
4897,Student_4897,24,66,66,52,99,83,76
4898,Student_4898,22,48,67,77,53,89,99
4899,Student_4899,19,42,46,66,62,79,95
4900,Student_4900,23,66,44,96,76,85,80
4901,Student_4901,18,97,60,74,62,83,46
4902,Student_4902,21,72,54,54,73,72,53
4903,Student_4903,22,47,72,66,81,56,43
4904,Student_4904,19,74,69,89,81,47,48
4905,Student_4905,25,73,45,83,69,65,94
4906,Student_4906,22,42,63,66,94,60,74
4907,Student_4907,24,56,85,69,89,89,51
4908,Student_4908,18,81,79,47,87,71,93
4909,Student_4909,21,82,62,63,99,83,96
4910,Student_4910,20,97,41,59,62,63,48
4911,Student_4911,19,52,78,77,52,61,65
4912,Student_4912,22,79,77,94,70,69,73
4913,Student_4913,19,41,46,78,73,85,57
4914,Student_4914,21,100,69,45,59,76,79
4915,Student_4915,23,59,85,55,59,96,46
4916,Student_4916,25,71,72,98,88,84,51
4917,Student_4917,20,48,68,83,82,68,65
4918,Student_4918,22,91,90,50,63,91,100
4919,Student_4919,24,69,81,52,63,77,90
4920,Student_4920,19,74,44,84,56,44,62
4921,Student_4921,20,90,72,100,95,85,96
4922,Student_4922,23,59,72,79,82,60,46
4923,Student_4923,18,81,47,54,85,80,80
4924,Student_4924,25,81,46,100,85,54,76
4925,Student_4925,18,98,95,56,62,99,52
4926,Student_4926,22,64,68,50,48,63,75
4927,Student_4927,21,50,60,98,55,46,91
4928,Student_4928,18,95,57,56,54,99,44
4929,Student_4929,19,98,88,91,72,80,65
4930,Student_4930,18,82,63,86,95,84,94
4931,Student_4931,25,77,49,43,81,56,96
4932,Student_4932,20,81,50,52,86,74,61
4933,Student_4933,21,67,49,66,90,42,84
4934,Student_4934,22,99,57,96,52,78,58
4935,Student_4935,24,100,92,83,59,59,70
4936,Student_4936,18,60,53,48,40,54,43
4937,Student_4937,19,41,42,58,98,87,69
4938,Student_4938,24,47,86,87,75,45,71
4939,Student_4939,24,95,97,79,92,92,61
4940,Student_4940,18,83,84,76,94,72,43
4941,Student_4941,18,78,90,55,50,65,52
4942,Student_4942,25,92,51,89,49,85,56
4943,Student_4943,25,73,81,51,60,42,55
4944,Student_4944,21,54,43,68,52,80,47
4945,Student_4945,23,68,63,70,90,98,76
4946,Student_4946,23,40,76,89,44,61,77
4947,Student_4947,19,60,51,93,70,88,80
4948,Student_4948,22,89,66,77,71,71,91
4949,Student_4949,21,69,66,85,68,89,56
4950,Student_4950,25,70,55,71,87,75,42
4951,Student_4951,23,89,93,77,98,80,88
4952,Student_4952,25,71,67,83,57,85,47
4953,Student_4953,19,86,66,71,76,56,49
4954,Student_4954,25,61,79,55,52,100,67
4955,Student_4955,22,79,52,69,44,76,71
4956,Student_4956,25,74,61,94,52,80,77
4957,Student_4957,24,71,45,52,77,44,92
4958,Student_4958,25,51,99,69,94,41,55
4959,Student_4959,25,55,42,80,57,88,69
4960,Student_4960,20,60,90,85,41,50,71
4961,Student_4961,19,93,80,77,50,62,40
4962,Student_4962,21,57,79,89,65,86,68
4963,Student_4963,24,93,52,95,98,100,41
4964,Student_4964,22,44,90,52,55,40,98
4965,Student_4965,25,55,98,52,68,99,52
4966,Student_4966,19,63,96,70,90,63,75
4967,Student_4967,19,98,86,65,62,74,77
4968,Student_4968,20,79,72,80,71,76,89
4969,Student_4969,23,85,92,91,83,69,50
4970,Student_4970,25,50,44,52,72,77,52
4971,Student_4971,20,89,73,41,70,86,61
4972,Student_4972,19,44,63,64,66,52,67
4973,Student_4973,20,90,45,92,77,74,92
4974,Student_4974,25,48,92,75,88,78,76
4975,Student_4975,18,51,99,63,50,55,88
4976,Student_4976,23,85,59,94,76,85,68
4977,Student_4977,25,70,77,54,67,49,79
4978,Student_4978,24,76,71,66,54,72,74
4979,Student_4979,25,74,91,47,42,72,67
4980,Student_4980,20,84,80,92,56,89,41
4981,Student_4981,25,44,58,84,89,46,56
4982,Student_4982,18,60,47,58,42,83,98
4983,Student_4983,23,69,77,68,82,55,47
4984,Student_4984,18,78,47,83,66,84,71
4985,Student_4985,19,63,93,89,68,50,86
4986,Student_4986,25,94,63,97,49,66,52
4987,Student_4987,20,43,86,56,81,97,46
4988,Student_4988,23,66,83,62,49,85,79
4989,Student_4989,25,86,82,89,66,87,51
4990,Student_4990,25,41,74,59,99,63,56
4991,Student_4991,19,66,46,74,78,97,63
4992,Student_4992,18,75,75,100,49,56,89
4993,Student_4993,22,89,93,44,59,69,43
4994,Student_4994,19,95,78,88,55,93,54
4995,Student_4995,25,57,67,61,96,98,52
4996,Student_4996,20,86,43,61,70,40,64
4997,Student_4997,24,88,61,54,67,90,47
4998,Student_4998,23,99,74,53,74,61,66
4999,Student_4999,21,48,61,51,54,100,57
5000,Student_5000,19,43,96,95,58,96,99
5001,Student_5001,22,61,66,81,47,49,62
5002,Student_5002,25,41,76,65,64,55,67
5003,Student_5003,24,86,41,99,96,88,88
5004,Student_5004,21,82,89,57,83,44,51
5005,Student_5005,25,63,57,90,43,86,86
5006,Student_5006,22,42,96,65,86,40,98
5007,Student_5007,19,78,65,97,64,49,50
5008,Student_5008,22,72,86,65,48,41,70
5009,Student_5009,25,56,88,60,96,90,67
5010,Student_5010,25,44,68,86,71,80,76
5011,Student_5011,20,57,67,40,68,43,89
5012,Student_5012,19,53,40,82,59,88,56
5013,Student_5013,22,69,78,98,47,75,86
5014,Student_5014,20,61,63,52,72,79,95
5015,Student_5015,18,40,48,68,56,95,57
5016,Student_5016,19,79,40,51,65,53,85
5017,Student_5017,19,98,95,51,70,83,65
5018,Student_5018,19,64,40,61,41,67,52
5019,Student_5019,18,65,59,91,54,74,78
5020,Student_5020,21,68,67,79,85,71,70
5021,Student_5021,22,84,81,53,80,42,91
5022,Student_5022,19,69,69,59,43,67,89
5023,Student_5023,25,40,43,72,80,53,83
5024,Student_5024,24,89,40,43,81,89,47
5025,Student_5025,24,72,85,66,41,95,53
5026,Student_5026,24,66,68,81,74,73,58
5027,Student_5027,23,73,88,90,65,55,62
5028,Student_5028,23,83,92,96,53,45,68
5029,Student_5029,22,55,73,76,55,74,62
5030,Student_5030,20,41,53,67,77,91,92
5031,Student_5031,23,83,63,66,97,71,84
5032,Student_5032,23,98,99,43,52,93,94
5033,Student_5033,20,58,53,99,55,54,70
5034,Student_5034,25,72,41,78,92,93,58
5035,Student_5035,19,81,95,42,85,64,74
5036,Student_5036,25,71,53,49,51,93,90
5037,Student_5037,20,93,99,71,98,57,80
5038,Student_5038,18,81,59,90,76,43,78
5039,Student_5039,24,78,49,46,42,52,81
5040,Student_5040,23,67,85,46,76,95,87
5041,Student_5041,19,83,93,73,56,71,71
5042,Student_5042,25,69,82,76,88,72,93
5043,Student_5043,24,66,46,60,54,44,63
5044,Student_5044,23,84,79,82,83,81,89
